transaction_id,customer_id,date,region,segment,product,contract_term_months,mrr_usd,csat_score,support_tickets_90d,is_churned
TXN-51888,CUST-10656,2024-06-22,North America,Enterprise,ERP Connect,12,3154.52,6,4,0
TXN-51889,CUST-10645,2024-10-12,North America,Mid-Market,Cloud Analytics Suite,12,2150.35,5,2,1
TXN-51890,CUST-10544,2024-03-24,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1611.04,5,4,0
TXN-51891,CUST-10827,2025-12-23,Asia Pacific,Enterprise,Customer 360,12,5014.45,5,6,1
TXN-51892,CUST-11172,2024-06-05,North America,Enterprise,ERP Connect,12,4394.91,1,4,0
TXN-51893,CUST-10763,2024-03-05,Latin America,Mid-Market,ERP Connect,24,1559.8,7,2,0
TXN-51894,CUST-10224,2024-08-17,Europe,Small Business,Cloud Analytics Suite,24,575.17,3,4,1
TXN-51895,CUST-11039,2025-03-08,North America,Small Business,Customer 360,12,514.11,7,5,0
TXN-51896,CUST-10974,2024-07-27,North America,Enterprise,Cloud Analytics Suite,12,2939.5,5,5,1
TXN-51897,CUST-10435,2025-12-10,North America,Mid-Market,Cybersecurity Core,36,1236.1,6,1,0
TXN-51898,CUST-10073,2025-04-19,North America,Small Business,ERP Connect,12,577.46,5,4,0
TXN-51899,CUST-10898,2024-11-10,Europe,Mid-Market,Cybersecurity Core,36,1737.52,3,0,1
TXN-51900,CUST-10457,2025-11-14,North America,Mid-Market,Cloud Analytics Suite,24,1472.27,4,3,1
TXN-51901,CUST-11171,2024-02-24,North America,Small Business,Customer 360,24,514.77,6,4,1
TXN-51902,CUST-10085,2024-01-17,North America,Small Business,Cloud Analytics Suite,36,218.13,7,2,0
TXN-51903,CUST-10540,2024-04-02,Europe,Small Business,Customer 360,24,368.83,5,4,0
TXN-51904,CUST-10403,2024-12-27,North America,Small Business,Customer 360,24,387.31,7,2,1
TXN-51905,CUST-11010,2025-11-04,North America,Mid-Market,Customer 360,12,1077.22,9,2,0
TXN-51906,CUST-10872,2024-06-01,Asia Pacific,Mid-Market,ERP Connect,24,1666.58,7,3,0
TXN-51907,CUST-10733,2025-10-03,North America,Small Business,ERP Connect,24,543.09,5,5,1
TXN-51908,CUST-10652,2024-02-06,Europe,Mid-Market,Cybersecurity Core,12,1313.38,1,2,0
TXN-51909,CUST-10540,2025-12-27,North America,Enterprise,Customer 360,12,3798.35,6,4,1
TXN-51910,CUST-10742,2025-04-02,North America,Mid-Market,ERP Connect,36,1836.21,9,4,1
TXN-51911,CUST-10758,2024-11-16,Latin America,Mid-Market,Cybersecurity Core,12,2606.3,8,3,1
TXN-51912,CUST-10245,2024-12-01,Europe,Small Business,Cloud Analytics Suite,24,618.17,2,0,1
TXN-51913,CUST-11118,2024-12-23,North America,Mid-Market,Cloud Analytics Suite,36,1651.51,2,2,1
TXN-51914,CUST-11025,2025-02-04,North America,Mid-Market,ERP Connect,36,2478.89,4,3,1
TXN-51915,CUST-10895,2024-04-19,Asia Pacific,Mid-Market,Cloud Analytics Suite,24,1285.8,6,2,0
TXN-51916,CUST-10774,2025-06-12,Latin America,Enterprise,Customer 360,12,4367.22,5,2,0
TXN-51917,CUST-10233,2025-06-19,Latin America,Mid-Market,Cloud Analytics Suite,24,2141.67,8,2,1
TXN-51918,CUST-11057,2025-12-27,North America,Small Business,Cybersecurity Core,24,603.4,6,4,0
TXN-51919,CUST-10548,2025-03-11,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1179.97,4,1,1
TXN-51920,CUST-10924,2024-03-13,Asia Pacific,Mid-Market,Cybersecurity Core,36,1994.57,6,2,0
TXN-51921,CUST-10565,2024-10-10,North America,Small Business,Cloud Analytics Suite,24,599.77,1,2,0
TXN-51922,CUST-10898,2025-05-27,Europe,Enterprise,ERP Connect,12,2952.14,8,1,1
TXN-51923,CUST-11199,2025-04-03,North America,Mid-Market,ERP Connect,12,1524.57,4,4,1
TXN-51924,CUST-10145,2025-06-26,North America,Mid-Market,Customer 360,12,2221.31,7,3,0
TXN-51925,CUST-10037,2024-06-21,North America,Small Business,Cybersecurity Core,36,407.99,7,3,0
TXN-51926,CUST-10743,2025-05-04,North America,Small Business,Customer 360,24,570.95,7,3,0
TXN-51927,CUST-10635,2024-01-23,Asia Pacific,Mid-Market,Cybersecurity Core,36,1290.83,1,3,1
TXN-51928,CUST-11114,2025-09-12,North America,Mid-Market,Customer 360,24,2659.53,4,4,1
TXN-51929,CUST-10733,2025-12-26,North America,Small Business,Cloud Analytics Suite,36,612.77,7,4,0
TXN-51930,CUST-10098,2024-08-10,Asia Pacific,Enterprise,ERP Connect,24,3155.92,8,2,0
TXN-51931,CUST-11077,2024-07-12,North America,Enterprise,Cybersecurity Core,36,4699.85,4,8,0
TXN-51932,CUST-10173,2025-07-01,Europe,Small Business,Cloud Analytics Suite,24,595.35,6,4,1
TXN-51933,CUST-11186,2025-05-14,North America,Small Business,ERP Connect,36,463.35,4,5,1
TXN-51934,CUST-11102,2024-07-20,Europe,Small Business,Cybersecurity Core,12,625.2,5,2,1
TXN-51935,CUST-11003,2024-05-11,Europe,Enterprise,Cloud Analytics Suite,12,4157.55,8,0,1
TXN-51936,CUST-10927,2025-05-16,North America,Enterprise,Cloud Analytics Suite,24,4499.61,4,2,0
TXN-51937,CUST-10230,2025-06-07,Europe,Mid-Market,ERP Connect,12,2350.66,6,1,1
TXN-51938,CUST-10529,2024-07-23,North America,Small Business,Customer 360,24,485.6,7,4,1
TXN-51939,CUST-10402,2024-03-10,Asia Pacific,Small Business,Customer 360,12,561.35,9,2,0
TXN-51940,CUST-10331,2025-12-20,Europe,Small Business,ERP Connect,24,652.7,8,3,0
TXN-51941,CUST-10420,2025-05-27,North America,Small Business,Cybersecurity Core,36,677.27,7,1,1
TXN-51942,CUST-11075,2025-03-08,Asia Pacific,Mid-Market,ERP Connect,12,1361.79,9,5,0
TXN-51943,CUST-11195,2024-04-20,Asia Pacific,Small Business,Cybersecurity Core,36,546.21,7,2,1
TXN-51944,CUST-11118,2024-05-05,North America,Small Business,ERP Connect,24,736.71,3,3,0
TXN-51945,CUST-10694,2025-10-25,Europe,Mid-Market,Customer 360,24,1689.68,5,2,0
TXN-51946,CUST-10970,2025-12-18,North America,Enterprise,Cybersecurity Core,12,5677.5,4,1,1
TXN-51947,CUST-10653,2025-05-25,North America,Enterprise,ERP Connect,24,4365.76,6,3,0
TXN-51948,CUST-10613,2025-07-27,North America,Enterprise,Customer 360,12,4530.87,3,0,1
TXN-51949,CUST-10712,2024-06-01,Europe,Mid-Market,ERP Connect,12,1794.97,7,4,0
TXN-51950,CUST-11051,2025-11-24,North America,Small Business,Cybersecurity Core,12,638.14,3,1,0
TXN-51951,CUST-10475,2024-10-24,North America,Mid-Market,ERP Connect,12,2001.59,7,3,1
TXN-51952,CUST-10663,2024-12-18,North America,Enterprise,Cloud Analytics Suite,24,4692.39,8,1,0
TXN-51953,CUST-10578,2025-05-17,Europe,Small Business,Cybersecurity Core,12,741.46,7,2,1
TXN-51954,CUST-10082,2024-11-17,North America,Mid-Market,Cloud Analytics Suite,12,1801.1,7,2,0
TXN-51955,CUST-10030,2025-01-23,Asia Pacific,Mid-Market,Cloud Analytics Suite,12,1424.34,4,2,0
TXN-51956,CUST-10413,2025-02-05,North America,Small Business,Customer 360,24,650.87,2,1,0
TXN-51957,CUST-10486,2024-04-11,Europe,Small Business,Cloud Analytics Suite,12,563.33,4,3,0
TXN-51958,CUST-11141,2024-01-27,Asia Pacific,Mid-Market,Cybersecurity Core,12,2054.06,7,5,1
TXN-51959,CUST-10395,2025-10-19,Europe,Enterprise,ERP Connect,24,4853.3,8,5,0
TXN-51960,CUST-10702,2024-06-27,North America,Small Business,Cybersecurity Core,24,656.54,8,3,0
TXN-51961,CUST-10007,2025-09-24,North America,Mid-Market,Cybersecurity Core,12,1620.34,8,5,0
TXN-51962,CUST-10797,2024-12-19,North America,Mid-Market,ERP Connect,12,1437.61,6,0,1
TXN-51963,CUST-10554,2024-07-10,North America,Small Business,Cloud Analytics Suite,12,528.28,10,3,0
TXN-51964,CUST-10963,2024-12-19,Europe,Small Business,ERP Connect,24,643.14,2,1,1
TXN-51965,CUST-11178,2024-09-26,Latin America,Small Business,Customer 360,24,551.97,6,3,0
TXN-51966,CUST-10744,2024-08-05,North America,Enterprise,Cybersecurity Core,24,4987.11,7,1,0
TXN-51967,CUST-10165,2024-07-12,North America,Small Business,Cloud Analytics Suite,12,811.82,1,3,1
TXN-51968,CUST-10036,2024-05-23,Asia Pacific,Small Business,Cloud Analytics Suite,24,551.69,8,3,0
TXN-51969,CUST-10958,2024-05-22,Europe,Small Business,Cloud Analytics Suite,12,795.45,5,1,0
TXN-51970,CUST-10059,2025-08-25,Asia Pacific,Mid-Market,Customer 360,24,2207.26,6,2,0
TXN-51971,CUST-10710,2025-07-02,Europe,Small Business,Customer 360,36,646.11,3,1,1
TXN-51972,CUST-10791,2025-11-26,Europe,Small Business,Cloud Analytics Suite,12,761.67,5,3,0
TXN-51973,CUST-10641,2024-03-27,North America,Mid-Market,Cloud Analytics Suite,36,1158.39,2,3,1
TXN-51974,CUST-10081,2024-12-27,North America,Enterprise,Cybersecurity Core,36,4264.65,7,2,0
TXN-51975,CUST-11138,2024-03-25,Europe,Mid-Market,Cybersecurity Core,12,2218.82,3,2,0
TXN-51976,CUST-10358,2024-07-11,Europe,Small Business,Cloud Analytics Suite,12,558.4,8,2,0
TXN-51977,CUST-10245,2024-03-01,North America,Small Business,Cloud Analytics Suite,12,764.84,9,2,0
TXN-51978,CUST-11044,2024-05-09,Europe,Small Business,Cloud Analytics Suite,24,624.09,6,2,0
TXN-51979,CUST-10188,2025-08-05,North America,Small Business,ERP Connect,12,680.57,1,5,1
TXN-51980,CUST-11150,2024-12-08,North America,Small Business,ERP Connect,12,497.69,5,2,1
TXN-51981,CUST-10337,2025-04-14,North America,Mid-Market,Cloud Analytics Suite,12,1334.75,7,3,0
TXN-51982,CUST-10400,2025-09-05,North America,Mid-Market,Cybersecurity Core,24,1791.95,4,3,0
TXN-51983,CUST-11068,2024-04-18,Europe,Mid-Market,Cybersecurity Core,12,2175.55,7,0,0
TXN-51984,CUST-11111,2024-03-17,North America,Small Business,Cybersecurity Core,12,427.96,4,1,1
TXN-51985,CUST-10945,2024-02-18,North America,Mid-Market,Customer 360,12,2203.67,1,5,0
TXN-51986,CUST-10245,2024-09-21,Latin America,Mid-Market,Cybersecurity Core,24,1885.07,7,2,1
TXN-51987,CUST-10347,2024-08-05,North America,Small Business,Customer 360,24,415.96,9,5,0
TXN-51988,CUST-11137,2025-12-05,North America,Mid-Market,ERP Connect,36,1529.01,10,3,0
TXN-51989,CUST-10265,2024-07-23,North America,Enterprise,ERP Connect,24,5229.48,7,4,0
TXN-51990,CUST-10799,2025-12-20,North America,Small Business,Cybersecurity Core,12,573.09,9,4,0
TXN-51991,CUST-10083,2025-06-04,Europe,Small Business,ERP Connect,12,680.31,5,5,0
TXN-51992,CUST-11175,2025-02-03,Europe,Mid-Market,Cybersecurity Core,12,1935.62,1,0,1
TXN-51993,CUST-10128,2024-12-27,North America,Enterprise,ERP Connect,24,5122.14,1,5,1
TXN-51994,CUST-10272,2025-01-22,North America,Small Business,ERP Connect,12,665.34,6,4,0
TXN-51995,CUST-10031,2025-04-16,Europe,Small Business,Cloud Analytics Suite,12,641.69,6,3,1
TXN-51996,CUST-11192,2024-01-25,North America,Mid-Market,Cloud Analytics Suite,12,1853.27,5,6,0
TXN-51997,CUST-10929,2024-02-18,North America,Enterprise,Cybersecurity Core,12,3708.88,7,4,1
TXN-51998,CUST-10601,2025-03-09,North America,Mid-Market,ERP Connect,24,2221.41,8,5,1
TXN-51999,CUST-11180,2025-04-16,North America,Enterprise,ERP Connect,24,4622.91,6,6,0
TXN-52000,CUST-10529,2025-02-04,Europe,Enterprise,ERP Connect,12,5344.54,7,3,0
TXN-52001,CUST-10488,2024-06-21,Europe,Mid-Market,ERP Connect,24,2312.27,8,2,1
TXN-52002,CUST-10731,2024-11-13,North America,Small Business,Cloud Analytics Suite,12,831.01,5,4,0
TXN-52003,CUST-10464,2024-04-18,Asia Pacific,Mid-Market,ERP Connect,24,2084.0,1,2,0
TXN-52004,CUST-10896,2025-06-18,Asia Pacific,Enterprise,Customer 360,24,4101.49,6,2,0
TXN-52005,CUST-11081,2024-05-20,Europe,Small Business,Cloud Analytics Suite,36,524.34,5,4,0
TXN-52006,CUST-10507,2025-07-06,Europe,Enterprise,ERP Connect,12,3560.77,7,2,0
TXN-52007,CUST-11188,2024-08-15,Asia Pacific,Mid-Market,Cybersecurity Core,36,1857.77,5,3,0
TXN-52008,CUST-11119,2024-10-23,Europe,Small Business,Cybersecurity Core,24,566.37,2,3,1
TXN-52009,CUST-10624,2024-07-18,Europe,Mid-Market,Cloud Analytics Suite,12,2001.88,7,3,0
TXN-52010,CUST-10177,2024-04-18,Asia Pacific,Enterprise,ERP Connect,12,5588.35,1,5,1
TXN-52011,CUST-10911,2024-09-09,Europe,Mid-Market,Customer 360,36,1916.91,6,5,0
TXN-52012,CUST-11089,2024-04-17,North America,Small Business,ERP Connect,12,468.52,7,3,1
TXN-52013,CUST-10006,2024-12-19,Europe,Mid-Market,Cybersecurity Core,24,2078.45,5,3,0
TXN-52014,CUST-10243,2024-08-21,North America,Enterprise,ERP Connect,12,5312.62,8,0,0
TXN-52015,CUST-10312,2024-09-21,Asia Pacific,Small Business,Customer 360,24,476.5,4,4,0
TXN-52016,CUST-10043,2024-09-25,North America,Enterprise,Cloud Analytics Suite,36,4473.0,5,3,1
TXN-52017,CUST-10655,2025-12-18,North America,Mid-Market,Cybersecurity Core,12,2060.86,7,5,0
TXN-52018,CUST-10947,2025-08-10,North America,Mid-Market,Cybersecurity Core,36,1850.73,3,2,0
TXN-52019,CUST-10458,2024-12-19,Asia Pacific,Small Business,Customer 360,12,549.53,7,5,0
TXN-52020,CUST-10849,2024-09-11,Latin America,Small Business,Cybersecurity Core,12,680.06,7,3,0
TXN-52021,CUST-11044,2024-11-08,Latin America,Small Business,ERP Connect,36,758.48,8,3,1
TXN-52022,CUST-10573,2024-06-24,North America,Mid-Market,Customer 360,24,2022.07,9,3,1
TXN-52023,CUST-10882,2024-04-21,North America,Small Business,ERP Connect,24,726.7,2,2,1
TXN-52024,CUST-10881,2024-01-19,Europe,Mid-Market,ERP Connect,36,2130.23,8,1,0
TXN-52025,CUST-10300,2025-03-21,North America,Mid-Market,ERP Connect,12,2119.89,1,1,1
TXN-52026,CUST-11029,2025-12-16,Latin America,Mid-Market,Customer 360,12,1984.53,8,2,0
TXN-52027,CUST-10934,2024-01-23,North America,Enterprise,Cloud Analytics Suite,12,5030.12,8,6,0
TXN-52028,CUST-10947,2024-06-14,Latin America,Mid-Market,Customer 360,24,2410.89,4,2,0
TXN-52029,CUST-10337,2025-05-25,Europe,Small Business,Cybersecurity Core,24,498.53,6,1,1
TXN-52030,CUST-10308,2024-03-17,North America,Mid-Market,Cybersecurity Core,12,1074.23,6,6,1
TXN-52031,CUST-10184,2024-12-23,North America,Mid-Market,Cloud Analytics Suite,36,1063.58,3,3,0
TXN-52032,CUST-10987,2024-05-17,Europe,Enterprise,Customer 360,12,3199.13,9,4,0
TXN-52033,CUST-10477,2024-03-24,Europe,Enterprise,Cybersecurity Core,24,4512.67,4,4,0
TXN-52034,CUST-10437,2024-09-13,Europe,Mid-Market,Customer 360,12,1523.44,2,2,0
TXN-52035,CUST-10761,2025-10-26,North America,Small Business,Cybersecurity Core,12,797.22,6,4,0
TXN-52036,CUST-10011,2025-01-03,Europe,Enterprise,ERP Connect,36,4592.87,8,1,0
TXN-52037,CUST-10513,2025-09-07,Latin America,Mid-Market,ERP Connect,36,1109.61,5,2,0
TXN-52038,CUST-10886,2025-07-09,Europe,Small Business,Cloud Analytics Suite,12,749.34,8,4,0
TXN-52039,CUST-10054,2025-07-02,North America,Enterprise,Cybersecurity Core,24,5299.8,7,2,0
TXN-52040,CUST-10569,2025-10-01,North America,Mid-Market,Cloud Analytics Suite,24,2471.09,5,8,1
TXN-52041,CUST-10808,2025-02-22,North America,Enterprise,ERP Connect,36,2298.37,7,5,1
TXN-52042,CUST-10908,2025-11-14,Latin America,Small Business,ERP Connect,24,541.41,4,4,1
TXN-52043,CUST-10353,2024-11-21,Asia Pacific,Mid-Market,ERP Connect,36,2527.76,8,3,0
TXN-52044,CUST-10940,2025-06-16,Europe,Mid-Market,Customer 360,36,1604.64,7,0,0
TXN-52045,CUST-10808,2024-08-15,North America,Mid-Market,Cybersecurity Core,24,1653.0,7,2,0
TXN-52046,CUST-10906,2025-10-27,Asia Pacific,Small Business,Cybersecurity Core,12,793.43,7,5,0
TXN-52047,CUST-11060,2024-05-22,Asia Pacific,Mid-Market,Customer 360,36,1920.41,7,4,0
TXN-52048,CUST-10615,2025-01-19,Europe,Enterprise,Cybersecurity Core,24,4158.17,9,1,1
TXN-52049,CUST-11155,2025-03-12,Europe,Small Business,Cybersecurity Core,12,592.18,9,4,1
TXN-52050,CUST-10536,2025-05-21,Europe,Mid-Market,Customer 360,24,1827.07,7,5,1
TXN-52051,CUST-10105,2025-02-27,Europe,Enterprise,ERP Connect,24,5020.75,2,3,1
TXN-52052,CUST-10912,2025-08-05,North America,Enterprise,Cybersecurity Core,24,5080.59,8,7,1
TXN-52053,CUST-10055,2024-06-20,North America,Small Business,Cloud Analytics Suite,12,746.68,8,3,1
TXN-52054,CUST-11177,2025-09-25,Asia Pacific,Mid-Market,ERP Connect,12,2209.86,3,5,0
TXN-52055,CUST-10231,2024-12-10,North America,Enterprise,Cybersecurity Core,12,5973.15,2,3,1
TXN-52056,CUST-10294,2024-09-05,Europe,Enterprise,Customer 360,24,2908.27,10,4,1
TXN-52057,CUST-10689,2025-02-18,North America,Mid-Market,Customer 360,12,1430.71,7,3,0
TXN-52058,CUST-10058,2024-01-27,Europe,Mid-Market,Cybersecurity Core,12,2312.47,10,4,1
TXN-52059,CUST-10498,2024-10-27,North America,Mid-Market,Customer 360,12,1976.28,5,5,1
TXN-52060,CUST-10965,2025-04-15,North America,Small Business,Cloud Analytics Suite,12,533.63,7,3,1
TXN-52061,CUST-10951,2024-12-17,North America,Mid-Market,Cybersecurity Core,24,1908.15,4,4,0
TXN-52062,CUST-10495,2024-09-14,Europe,Mid-Market,Customer 360,12,1884.57,4,8,1
TXN-52063,CUST-10955,2024-06-11,Europe,Enterprise,ERP Connect,12,4781.75,9,3,0
TXN-52064,CUST-11054,2025-09-16,North America,Mid-Market,ERP Connect,24,2144.22,8,4,0
TXN-52065,CUST-11040,2024-08-15,Asia Pacific,Enterprise,Cloud Analytics Suite,12,4533.59,6,1,1
TXN-52066,CUST-10381,2025-05-05,Latin America,Mid-Market,Cybersecurity Core,12,1192.72,9,3,1
TXN-52067,CUST-11106,2025-03-18,North America,Enterprise,ERP Connect,12,4089.37,2,1,0
TXN-52068,CUST-10326,2025-09-09,North America,Enterprise,Customer 360,36,3453.45,5,3,1
TXN-52069,CUST-10154,2024-09-07,Europe,Small Business,Cloud Analytics Suite,24,729.69,5,4,1
TXN-52070,CUST-10433,2024-09-26,North America,Mid-Market,Cloud Analytics Suite,24,1440.46,5,4,1
TXN-52071,CUST-10303,2025-07-22,Europe,Mid-Market,Customer 360,12,1505.36,7,4,1
TXN-52072,CUST-10909,2025-11-03,Europe,Small Business,Cybersecurity Core,24,608.96,7,3,1
TXN-52073,CUST-10322,2025-09-12,North America,Enterprise,ERP Connect,12,3581.87,5,4,0
TXN-52074,CUST-10370,2024-09-04,North America,Mid-Market,ERP Connect,12,1885.61,8,2,0
TXN-52075,CUST-10517,2025-05-02,North America,Mid-Market,Customer 360,24,1708.19,2,2,0
TXN-52076,CUST-10016,2025-03-17,Europe,Small Business,Cybersecurity Core,12,620.37,6,4,0
TXN-52077,CUST-11157,2025-12-09,Europe,Mid-Market,ERP Connect,36,1583.56,7,1,0
TXN-52078,CUST-10233,2024-12-02,Asia Pacific,Enterprise,Customer 360,12,5723.74,8,4,1
TXN-52079,CUST-11194,2024-06-16,Europe,Small Business,Cloud Analytics Suite,12,813.69,6,5,1
TXN-52080,CUST-10324,2024-11-27,Europe,Enterprise,ERP Connect,36,4660.65,9,4,1
TXN-52081,CUST-10085,2024-06-26,Latin America,Mid-Market,ERP Connect,24,1920.32,9,2,0
TXN-52082,CUST-10602,2024-05-04,Latin America,Mid-Market,Cybersecurity Core,12,2198.39,9,4,1
TXN-52083,CUST-10079,2025-04-09,Europe,Enterprise,Cloud Analytics Suite,36,5136.24,3,1,0
TXN-52084,CUST-10918,2024-08-11,Asia Pacific,Mid-Market,Cybersecurity Core,12,1514.89,7,2,0
TXN-52085,CUST-10135,2025-03-14,Asia Pacific,Mid-Market,Customer 360,12,2401.34,3,4,0
TXN-52086,CUST-10748,2025-06-22,North America,Enterprise,Cybersecurity Core,12,4743.89,8,5,0
TXN-52087,CUST-10435,2024-03-20,North America,Mid-Market,Cybersecurity Core,24,1810.48,7,1,0
TXN-52088,CUST-10269,2025-12-10,North America,Mid-Market,ERP Connect,24,1643.53,8,3,1
TXN-52089,CUST-10433,2025-02-18,Latin America,Mid-Market,Cybersecurity Core,12,2085.37,6,0,0
TXN-52090,CUST-10686,2025-11-01,North America,Small Business,Cybersecurity Core,24,536.08,4,2,1
TXN-52091,CUST-10800,2024-07-11,Europe,Mid-Market,Customer 360,12,1214.5,6,5,0
TXN-52092,CUST-10015,2025-06-20,Asia Pacific,Mid-Market,Cybersecurity Core,24,1474.2,6,5,1
TXN-52093,CUST-10129,2025-10-24,Europe,Small Business,ERP Connect,12,534.38,3,4,1
TXN-52094,CUST-10818,2025-10-03,North America,Enterprise,Customer 360,24,4921.48,8,4,0
TXN-52095,CUST-10555,2024-09-18,North America,Mid-Market,ERP Connect,12,1878.46,3,7,1
TXN-52096,CUST-11004,2024-01-06,Latin America,Mid-Market,Cloud Analytics Suite,12,1486.36,3,3,0
TXN-52097,CUST-10774,2024-11-06,North America,Small Business,Cloud Analytics Suite,24,527.82,5,2,0
TXN-52098,CUST-10157,2025-10-04,North America,Enterprise,ERP Connect,12,5953.29,6,1,1
TXN-52099,CUST-10751,2024-03-01,Europe,Enterprise,Customer 360,12,4494.64,7,3,1
TXN-52100,CUST-10623,2024-10-11,Europe,Enterprise,ERP Connect,12,2794.49,3,3,0
TXN-52101,CUST-10025,2025-04-10,North America,Small Business,Cloud Analytics Suite,24,735.3,9,4,0
TXN-52102,CUST-10117,2025-12-20,Europe,Mid-Market,Customer 360,12,1810.08,5,4,0
TXN-52103,CUST-11043,2024-08-26,Europe,Mid-Market,ERP Connect,12,1418.08,8,3,0
TXN-52104,CUST-10400,2025-05-01,Asia Pacific,Mid-Market,ERP Connect,36,1913.68,6,2,0
TXN-52105,CUST-10013,2025-01-21,Europe,Small Business,Cloud Analytics Suite,12,620.97,4,0,1
TXN-52106,CUST-10140,2024-07-04,Asia Pacific,Mid-Market,Cybersecurity Core,12,1699.37,6,4,0
TXN-52107,CUST-10002,2025-06-11,Europe,Mid-Market,ERP Connect,12,1673.3,4,6,1
TXN-52108,CUST-10541,2025-12-15,Asia Pacific,Small Business,ERP Connect,12,421.04,6,2,1
TXN-52109,CUST-10144,2024-06-22,Europe,Enterprise,Customer 360,24,4553.87,3,2,0
TXN-52110,CUST-11106,2025-05-04,Europe,Mid-Market,Cybersecurity Core,12,1261.75,10,4,1
TXN-52111,CUST-10869,2025-10-21,Europe,Small Business,Cloud Analytics Suite,24,463.41,5,2,1
TXN-52112,CUST-10474,2025-07-09,Asia Pacific,Mid-Market,Customer 360,24,1626.24,4,3,0
TXN-52113,CUST-10780,2024-11-01,Europe,Enterprise,Customer 360,12,5200.29,7,2,1
TXN-52114,CUST-10696,2024-05-16,Asia Pacific,Mid-Market,Customer 360,24,1236.29,4,2,0
TXN-52115,CUST-11101,2024-10-23,North America,Small Business,Customer 360,36,637.75,5,4,0
TXN-52116,CUST-11059,2024-05-11,Europe,Mid-Market,Cloud Analytics Suite,12,2331.44,10,1,0
TXN-52117,CUST-10489,2024-04-19,North America,Mid-Market,Cloud Analytics Suite,12,2038.9,7,3,0
TXN-52118,CUST-10053,2025-04-24,North America,Enterprise,Cybersecurity Core,24,5204.74,7,3,1
TXN-52119,CUST-10486,2025-07-06,Europe,Small Business,Cloud Analytics Suite,12,582.8,4,5,1
TXN-52120,CUST-10436,2025-06-26,North America,Mid-Market,ERP Connect,12,1555.22,5,7,0
TXN-52121,CUST-10117,2025-06-04,North America,Enterprise,Cloud Analytics Suite,12,3485.58,4,0,0
TXN-52122,CUST-10648,2024-10-03,North America,Enterprise,ERP Connect,12,2920.3,5,3,1
TXN-52123,CUST-10134,2025-10-04,North America,Small Business,Cybersecurity Core,24,664.87,7,1,0
TXN-52124,CUST-10406,2024-07-17,North America,Mid-Market,Cloud Analytics Suite,24,1192.41,7,5,0
TXN-52125,CUST-10406,2025-10-12,Latin America,Enterprise,ERP Connect,24,4431.02,9,5,1
TXN-52126,CUST-10991,2025-10-03,Asia Pacific,Enterprise,Cloud Analytics Suite,36,4274.76,6,3,1
TXN-52127,CUST-10731,2024-10-25,North America,Mid-Market,Customer 360,12,1855.89,8,4,1
TXN-52128,CUST-10803,2025-12-05,North America,Mid-Market,ERP Connect,24,1355.27,6,4,1
TXN-52129,CUST-10607,2025-06-13,Latin America,Small Business,Cloud Analytics Suite,12,557.96,6,3,1
TXN-52130,CUST-11061,2025-03-24,Europe,Mid-Market,ERP Connect,12,1749.64,3,2,1
TXN-52131,CUST-10945,2025-06-12,Asia Pacific,Enterprise,ERP Connect,36,4939.8,9,2,1
TXN-52132,CUST-10888,2024-08-07,North America,Enterprise,ERP Connect,24,4480.31,6,3,1
TXN-52133,CUST-11091,2024-02-14,North America,Small Business,Cloud Analytics Suite,24,832.67,7,1,0
TXN-52134,CUST-10052,2024-08-06,Europe,Enterprise,Cybersecurity Core,24,5287.73,8,2,0
TXN-52135,CUST-10304,2024-09-25,North America,Mid-Market,Customer 360,12,1689.99,8,4,1
TXN-52136,CUST-10179,2024-05-02,Europe,Enterprise,ERP Connect,24,5282.03,7,3,1
TXN-52137,CUST-11157,2025-11-16,North America,Mid-Market,Cloud Analytics Suite,12,1622.02,8,1,0
TXN-52138,CUST-11147,2025-06-01,North America,Enterprise,Customer 360,12,5178.51,6,4,0
TXN-52139,CUST-10735,2025-01-04,Asia Pacific,Mid-Market,Cybersecurity Core,12,1684.48,3,3,0
TXN-52140,CUST-10624,2025-10-23,North America,Small Business,Customer 360,12,533.75,5,2,0
TXN-52141,CUST-10181,2025-01-04,North America,Small Business,ERP Connect,36,619.59,6,3,1
TXN-52142,CUST-10705,2025-12-14,North America,Small Business,Cybersecurity Core,12,683.35,5,3,0
TXN-52143,CUST-10589,2025-12-15,North America,Small Business,Cloud Analytics Suite,12,510.71,6,3,1
TXN-52144,CUST-10946,2024-01-23,Europe,Enterprise,ERP Connect,12,4771.99,8,0,0
TXN-52145,CUST-10685,2025-02-25,Latin America,Mid-Market,ERP Connect,24,1717.26,8,4,0
TXN-52146,CUST-10945,2024-11-16,Latin America,Enterprise,Cloud Analytics Suite,12,4393.39,6,5,1
TXN-52147,CUST-10665,2025-02-22,Europe,Small Business,Cybersecurity Core,12,766.43,7,2,0
TXN-52148,CUST-10923,2024-05-09,North America,Enterprise,ERP Connect,24,4666.91,6,2,1
TXN-52149,CUST-10773,2025-12-10,Latin America,Small Business,Customer 360,12,796.95,4,3,0
TXN-52150,CUST-10760,2025-09-20,Europe,Mid-Market,Cloud Analytics Suite,24,1965.36,8,5,0
TXN-52151,CUST-10759,2025-04-22,Europe,Mid-Market,Cybersecurity Core,24,1678.71,7,2,0
